Comment,Designator,Footprint,LCSC
~,"J1,J2",FPC-SMD_FPC05012-09200-.5mm-rev,C2911838
4.7uF,C3,C_0805_2012Metric,C303940
10K,"R2,R3",R_0805_2012Metric,C406725
39,R1,R_0805_2012Metric,C514993
1uF,C2,C_0805_2012Metric,C519973
"TCR2EF19,LM(CT",U1,SOT-23-5,C697975
0.1uF,"C1,C4",C_0805_2012Metric,C77456
1N4148,"D1,D2,D4,D5,D7,D8",D_SOD-123,C8598
